year,mileage,fuel_type,transmission,seller_type,car_condition,brand,price
2020,197274,Hybrid,Automatic,Individual,Good,Toyota,4800
2013,129184,Diesel,Manual,Online Platform,Good,Ford,10593
2022,166822,Electric,Semi-Auto,Online Platform,Good,Ford,7578
2015,21566,Hybrid,Semi-Auto,Dealer,Fair,Ford,12750
2017,143262,Diesel,Semi-Auto,Dealer,Poor,Tesla,11196
2006,43333,Diesel,Automatic,Online Platform,Poor,Tesla,16760
2009,126929,Diesel,Automatic,Individual,Poor,Hyundai,4835
2006,94571,Hybrid,Automatic,Dealer,Good,Hyundai,7354
2000,125263,Hybrid,Manual,Online Platform,Good,Hyundai,7159
2022,137661,Petrol,Automatic,Online Platform,Good,Ford,9875
2020,30235,Hybrid,Manual,Individual,Good,Tesla,31580
2018,5159,Hybrid,Semi-Auto,Individual,Excellent,Ford,22830
2015,148217,Hybrid,Semi-Auto,Dealer,Good,Hyundai,4459
2018,167993,Diesel,Manual,Dealer,Fair,Tesla,12897
2003,109859,Electric,Automatic,Dealer,Excellent,BMW,22324
2017,152309,Petrol,Manual,Online Platform,Excellent,Toyota,9387
2001,112507,Electric,Semi-Auto,Dealer,Good,Toyota,9415
2000,144316,Electric,Semi-Auto,Online Platform,Poor,Hyundai,3709
2014,19743,Hybrid,Manual,Dealer,Good,Ford,15728
2004,51101,Petrol,Automatic,Individual,Poor,BMW,14328
2019,126534,Electric,Automatic,Individual,Good,Tesla,25717
2010,89227,Electric,Manual,Online Platform,Good,Ford,13180
2009,192450,Petrol,Manual,Individual,Poor,Hyundai,2960
2001,76126,Hybrid,Automatic,Online Platform,Poor,Ford,7869
2002,61071,Electric,Semi-Auto,Online Platform,Poor,Hyundai,5426
2022,79763,Diesel,Manual,Individual,Poor,Toyota,6956
2022,148309,Electric,Automatic,Online Platform,Fair,Toyota,4925
2011,151721,Diesel,Automatic,Individual,Poor,Ford,4986
2019,173785,Hybrid,Semi-Auto,Dealer,Good,BMW,12089
2004,181481,Electric,Semi-Auto,Dealer,Good,Tesla,15480
2004,184838,Petrol,Semi-Auto,Individual,Fair,Hyundai,3883
2005,51154,Petrol,Semi-Auto,Individual,Poor,Tesla,16922
2008,12016,Electric,Semi-Auto,Individual,Good,Toyota,14675
2001,184760,Hybrid,Manual,Individual,Fair,BMW,8855
2020,94678,Hybrid,Automatic,Dealer,Good,BMW,22137
2011,117056,Petrol,Manual,Online Platform,Fair,Tesla,17405
2002,59238,Electric,Manual,Online Platform,Fair,Toyota,10672
2019,63608,Hybrid,Manual,Dealer,Excellent,Tesla,32511
2021,94081,Petrol,Manual,Online Platform,Excellent,Ford,16149
2011,167969,Diesel,Manual,Dealer,Poor,BMW,8003
2016,55961,Electric,Semi-Auto,Online Platform,Excellent,BMW,28029
2009,180829,Diesel,Semi-Auto,Individual,Fair,Ford,7593
2013,31917,Diesel,Automatic,Individual,Good,Toyota,14386
2022,158808,Hybrid,Manual,Individual,Good,BMW,14470
2016,32990,Hybrid,Automatic,Dealer,Poor,Hyundai,6683
2017,67551,Hybrid,Semi-Auto,Dealer,Excellent,Hyundai,10378
2018,194233,Electric,Semi-Auto,Online Platform,Poor,Toyota,2701
2016,158512,Diesel,Semi-Auto,Online Platform,Fair,Ford,7593
2013,171277,Electric,Manual,Online Platform,Excellent,Tesla,18031
2008,85811,Hybrid,Manual,Dealer,Poor,Toyota,6355
2007,60103,Diesel,Semi-Auto,Online Platform,Good,Tesla,27484
2001,177699,Electric,Automatic,Individual,Good,Toyota,6229
2012,111122,Electric,Automatic,Online Platform,Poor,Hyundai,4441
2006,24008,Petrol,Semi-Auto,Individual,Poor,Ford,8838
2008,37402,Electric,Automatic,Dealer,Poor,Hyundai,6812
2021,189456,Hybrid,Semi-Auto,Individual,Fair,Ford,5226
2021,141865,Electric,Automatic,Individual,Fair,Tesla,17323
2010,141643,Diesel,Semi-Auto,Individual,Good,Toyota,6596
2013,152281,Electric,Automatic,Dealer,Fair,BMW,9698
2003,118550,Petrol,Manual,Dealer,Fair,BMW,14185
2012,179220,Diesel,Semi-Auto,Dealer,Excellent,Ford,9751
2001,96218,Diesel,Semi-Auto,Dealer,Fair,Ford,8903
2022,138296,Petrol,Automatic,Online Platform,Excellent,Hyundai,6855
2004,184767,Hybrid,Semi-Auto,Dealer,Fair,BMW,9664
2010,125779,Diesel,Semi-Auto,Individual,Good,Hyundai,6781
2005,134714,Hybrid,Semi-Auto,Dealer,Poor,Tesla,12141
2017,37441,Diesel,Manual,Online Platform,Good,BMW,25813
2020,175201,Diesel,Manual,Online Platform,Fair,Tesla,12187
2009,67368,Hybrid,Automatic,Online Platform,Poor,Toyota,7593
2003,97122,Diesel,Manual,Individual,Poor,Hyundai,4430
2008,49760,Hybrid,Automatic,Dealer,Poor,Ford,9648
2005,28478,Petrol,Manual,Dealer,Excellent,BMW,29515
2001,132881,Hybrid,Automatic,Dealer,Good,Hyundai,7050
2016,76854,Petrol,Manual,Individual,Excellent,Ford,17599
2004,99230,Diesel,Manual,Individual,Poor,Toyota,5787
2005,90716,Hybrid,Automatic,Online Platform,Good,BMW,21895
2011,148252,Diesel,Semi-Auto,Online Platform,Good,Tesla,16851
2022,103538,Hybrid,Semi-Auto,Dealer,Fair,Toyota,8209
2020,20372,Petrol,Manual,Individual,Excellent,Ford,17694
2009,34796,Petrol,Automatic,Individual,Excellent,BMW,32116
2021,194344,Hybrid,Semi-Auto,Dealer,Fair,BMW,8926
2020,103826,Petrol,Automatic,Dealer,Excellent,Toyota,12980
2005,125592,Diesel,Semi-Auto,Online Platform,Poor,BMW,11297
2007,98635,Diesel,Automatic,Online Platform,Poor,Ford,7162
2001,116022,Electric,Manual,Online Platform,Excellent,Toyota,11279
2011,59040,Petrol,Automatic,Dealer,Fair,Tesla,20465
2012,80357,Diesel,Semi-Auto,Dealer,Good,Toyota,12215
2020,83356,Hybrid,Manual,Online Platform,Excellent,Toyota,13620
2006,21211,Petrol,Automatic,Online Platform,Good,Tesla,29268
2009,110426,Diesel,Semi-Auto,Individual,Fair,Ford,9276
2012,10842,Petrol,Manual,Individual,Good,Hyundai,11759
2016,199187,Hybrid,Automatic,Online Platform,Fair,Hyundai,2854
2020,71852,Diesel,Semi-Auto,Online Platform,Fair,Tesla,21429
2013,130737,Electric,Automatic,Individual,Poor,Ford,5621
2001,50968,Electric,Automatic,Online Platform,Poor,BMW,13677
2021,22508,Petrol,Manual,Individual,Fair,Tesla,25040
2010,158077,Hybrid,Manual,Individual,Excellent,Hyundai,6935
2000,59575,Diesel,Semi-Auto,Individual,Poor,Ford,9156
2018,155043,Hybrid,Manual,Dealer,Fair,Toyota,5840
2020,161671,Diesel,Semi-Auto,Dealer,Good,Ford,9144
2003,71914,Petrol,Automatic,Online Platform,Good,Ford,14268
2018,72055,Diesel,Automatic,Individual,Excellent,Hyundai,10195
2020,92697,Hybrid,Semi-Auto,Dealer,Good,Hyundai,8676
2010,111239,Hybrid,Automatic,Online Platform,Good,BMW,19879
2007,128106,Petrol,Manual,Online Platform,Fair,BMW,15841
2010,10355,Hybrid,Automatic,Online Platform,Good,Tesla,34510
2003,59120,Diesel,Manual,Online Platform,Good,Toyota,11117
2016,43342,Petrol,Semi-Auto,Online Platform,Good,BMW,24834
2006,7257,Diesel,Semi-Auto,Individual,Good,Hyundai,10598
2007,32364,Hybrid,Automatic,Online Platform,Fair,Ford,13214
2002,161044,Petrol,Automatic,Individual,Good,Tesla,19105
2021,116715,Diesel,Manual,Dealer,Excellent,BMW,17690
2001,31654,Hybrid,Manual,Online Platform,Poor,Ford,10576
2022,86423,Hybrid,Automatic,Dealer,Excellent,Ford,15914
2014,34320,Electric,Automatic,Individual,Poor,BMW,14971
2021,25808,Hybrid,Semi-Auto,Individual,Excellent,Toyota,16682
2021,57389,Diesel,Semi-Auto,Dealer,Poor,Toyota,6808
2004,123581,Petrol,Semi-Auto,Online Platform,Poor,Tesla,12811
2000,132927,Electric,Automatic,Online Platform,Poor,Toyota,5040
2003,39773,Hybrid,Automatic,Dealer,Poor,Tesla,18561
2014,187240,Hybrid,Automatic,Dealer,Fair,Hyundai,3167
2019,163819,Hybrid,Semi-Auto,Dealer,Excellent,BMW,14949
2018,81396,Diesel,Automatic,Online Platform,Poor,Ford,8140
2002,112692,Electric,Manual,Online Platform,Excellent,Tesla,25167
2019,62505,Diesel,Automatic,Online Platform,Good,Toyota,11986
2010,90896,Electric,Automatic,Dealer,Poor,Tesla,15112
2016,23135,Petrol,Automatic,Online Platform,Excellent,Tesla,38294
2012,95887,Diesel,Automatic,Individual,Fair,Toyota,8857
2010,127118,Diesel,Automatic,Dealer,Excellent,Toyota,10205
2001,52377,Petrol,Manual,Online Platform,Poor,BMW,14663
2008,159626,Electric,Manual,Dealer,Good,Ford,7853
2001,67491,Hybrid,Automatic,Individual,Excellent,BMW,29773
2020,191693,Petrol,Semi-Auto,Individual,Good,BMW,9769
2008,63283,Hybrid,Automatic,Dealer,Fair,Toyota,10221
2008,21923,Hybrid,Automatic,Dealer,Excellent,Toyota,16831
2007,52591,Petrol,Automatic,Individual,Excellent,Ford,20710
2016,67261,Electric,Semi-Auto,Dealer,Fair,Tesla,20797
2000,59336,Hybrid,Semi-Auto,Individual,Fair,BMW,20783
2010,79083,Petrol,Semi-Auto,Individual,Fair,Ford,10971
2007,65948,Diesel,Manual,Online Platform,Poor,BMW,13580
2009,169074,Diesel,Semi-Auto,Dealer,Poor,Tesla,9714
2006,31672,Diesel,Manual,Dealer,Excellent,BMW,33054
2002,9213,Petrol,Manual,Online Platform,Excellent,Hyundai,13718
2002,146365,Diesel,Semi-Auto,Individual,Excellent,Ford,11524
2017,191932,Hybrid,Semi-Auto,Dealer,Good,Toyota,6275
2004,67507,Diesel,Semi-Auto,Online Platform,Fair,BMW,19213
2011,62134,Diesel,Manual,Online Platform,Excellent,Ford,16673
2011,138172,Hybrid,Automatic,Dealer,Fair,Ford,7425
2018,198069,Diesel,Semi-Auto,Online Platform,Poor,BMW,6037
2005,33172,Hybrid,Semi-Auto,Individual,Fair,Toyota,11340
2001,25132,Diesel,Semi-Auto,Online Platform,Good,Toyota,13178
2011,23199,Hybrid,Manual,Individual,Good,BMW,28268
2018,41609,Diesel,Manual,Individual,Fair,Ford,11277
2004,179037,Hybrid,Automatic,Dealer,Good,Toyota,6494
2011,144088,Petrol,Semi-Auto,Online Platform,Good,BMW,16718
2016,175851,Hybrid,Manual,Individual,Poor,BMW,9273
2016,36881,Diesel,Automatic,Individual,Excellent,BMW,33239
2009,29472,Diesel,Semi-Auto,Online Platform,Good,Ford,15870
2022,187885,Electric,Manual,Individual,Excellent,Toyota,5345
2016,172093,Hybrid,Semi-Auto,Online Platform,Fair,Ford,6509
2014,59131,Petrol,Semi-Auto,Dealer,Fair,Hyundai,7550
2011,160159,Hybrid,Manual,Individual,Good,Toyota,7242
2015,17828,Hybrid,Manual,Individual,Fair,Ford,13025
2018,197682,Petrol,Manual,Online Platform,Poor,Toyota,2991
2007,101664,Hybrid,Semi-Auto,Online Platform,Good,Hyundai,6913
2020,137473,Petrol,Semi-Auto,Online Platform,Good,Tesla,17130
2016,20193,Petrol,Automatic,Online Platform,Good,BMW,26199
2022,180936,Hybrid,Semi-Auto,Individual,Fair,Ford,6343
2004,156379,Hybrid,Manual,Dealer,Fair,Hyundai,4198
2021,107518,Diesel,Semi-Auto,Dealer,Good,Hyundai,8526
2015,24611,Diesel,Automatic,Dealer,Excellent,Toyota,15787
2005,179863,Electric,Automatic,Dealer,Fair,Toyota,6063
2007,148022,Electric,Manual,Online Platform,Fair,BMW,9819
2017,81240,Hybrid,Manual,Individual,Good,Toyota,11256
2011,7745,Petrol,Automatic,Individual,Excellent,Ford,21084
2014,60243,Electric,Automatic,Individual,Good,Ford,13295
2008,8866,Hybrid,Automatic,Online Platform,Fair,Ford,13577
2012,168317,Electric,Manual,Individual,Good,Tesla,14905
2014,180796,Petrol,Automatic,Online Platform,Good,Ford,7377
2009,133681,Hybrid,Automatic,Individual,Good,Toyota,7613
2015,76354,Petrol,Manual,Dealer,Excellent,Toyota,13801
2006,56374,Hybrid,Semi-Auto,Online Platform,Good,Ford,14725
2016,119397,Electric,Semi-Auto,Individual,Fair,Hyundai,6153
2022,129577,Diesel,Automatic,Dealer,Good,Hyundai,6299
2020,166188,Electric,Semi-Auto,Dealer,Excellent,Hyundai,6128
2021,86029,Electric,Semi-Auto,Dealer,Poor,BMW,14136
2006,98574,Diesel,Semi-Auto,Online Platform,Excellent,Tesla,26296
2013,156519,Diesel,Semi-Auto,Online Platform,Good,Ford,7355
2014,35431,Hybrid,Automatic,Individual,Poor,BMW,15306
2020,153980,Hybrid,Semi-Auto,Dealer,Good,Hyundai,4775
2006,34336,Petrol,Semi-Auto,Individual,Excellent,Ford,20934
2008,45992,Petrol,Manual,Individual,Poor,BMW,14985
2018,60350,Electric,Automatic,Dealer,Poor,Toyota,7066
2015,74561,Diesel,Manual,Individual,Good,Hyundai,9463
2007,56955,Petrol,Manual,Online Platform,Good,BMW,23216
2017,66240,Electric,Automatic,Individual,Excellent,Toyota,13831
2022,156165,Diesel,Semi-Auto,Dealer,Good,Hyundai,5302
2017,142227,Hybrid,Manual,Online Platform,Poor,Tesla,9201
2019,51607,Electric,Automatic,Online Platform,Fair,Hyundai,7972
2006,169559,Hybrid,Semi-Auto,Individual,Fair,Tesla,13610
2002,191740,Petrol,Automatic,Individual,Excellent,Tesla,15322
2017,157035,Petrol,Manual,Online Platform,Good,Tesla,18288
2009,186196,Diesel,Semi-Auto,Individual,Excellent,Ford,7010
2006,57870,Electric,Semi-Auto,Dealer,Fair,Ford,11079
2016,192619,Hybrid,Automatic,Individual,Fair,Tesla,8210
2013,69110,Diesel,Semi-Auto,Individual,Good,Toyota,11819
2002,189626,Petrol,Manual,Online Platform,Poor,Tesla,7392
2011,157008,Petrol,Manual,Individual,Good,BMW,13766
2012,121895,Electric,Manual,Individual,Fair,Tesla,17559
2001,9426,Hybrid,Automatic,Individual,Poor,Ford,10205
2002,32606,Electric,Semi-Auto,Dealer,Excellent,Ford,20418
2004,183904,Hybrid,Semi-Auto,Individual,Fair,BMW,9570
2010,33151,Hybrid,Semi-Auto,Dealer,Excellent,BMW,31362
2007,16308,Electric,Manual,Dealer,Poor,Hyundai,6250
2022,198594,Diesel,Semi-Auto,Dealer,Excellent,Toyota,6681
2022,181743,Electric,Manual,Dealer,Fair,Toyota,4900
2011,95306,Electric,Semi-Auto,Online Platform,Good,Toyota,10483
2006,111984,Petrol,Manual,Dealer,Excellent,Ford,13929
2014,7204,Petrol,Semi-Auto,Individual,Fair,Toyota,11394
2016,97769,Electric,Automatic,Dealer,Fair,Hyundai,6398
2003,92265,Electric,Automatic,Individual,Poor,Hyundai,4820
2021,36131,Petrol,Manual,Dealer,Fair,Toyota,11304
2012,57428,Hybrid,Manual,Online Platform,Good,BMW,23844
2017,38870,Electric,Semi-Auto,Dealer,Good,Hyundai,10073
2000,108547,Diesel,Semi-Auto,Dealer,Excellent,BMW,25348
2015,54067,Diesel,Automatic,Online Platform,Excellent,Ford,19013
2012,194657,Diesel,Semi-Auto,Dealer,Excellent,Hyundai,5226
2009,117217,Electric,Manual,Individual,Excellent,BMW,21700
2011,157679,Hybrid,Manual,Dealer,Good,Toyota,6831
2001,161040,Hybrid,Manual,Dealer,Poor,Ford,4978
2022,103934,Petrol,Manual,Dealer,Excellent,Tesla,25612
2002,147980,Electric,Manual,Online Platform,Poor,Tesla,11148
2009,162495,Hybrid,Automatic,Dealer,Fair,Toyota,6491
2001,79707,Electric,Automatic,Dealer,Fair,Ford,10979
2022,66215,Petrol,Manual,Individual,Excellent,Ford,15641
2012,191907,Petrol,Semi-Auto,Dealer,Fair,Ford,5516
2012,54429,Petrol,Manual,Dealer,Poor,Ford,8945
2017,87152,Diesel,Automatic,Dealer,Poor,Tesla,15367
2002,113048,Electric,Manual,Dealer,Fair,BMW,13972
2006,174530,Petrol,Automatic,Individual,Excellent,Ford,9037
2013,182241,Electric,Automatic,Individual,Poor,BMW,7860
2019,143731,Diesel,Manual,Online Platform,Poor,Ford,5047
2016,196686,Diesel,Manual,Dealer,Good,Hyundai,3863
2020,82240,Petrol,Semi-Auto,Online Platform,Excellent,Hyundai,10245
2011,168865,Petrol,Automatic,Online Platform,Good,Hyundai,5844
2015,118688,Hybrid,Semi-Auto,Dealer,Fair,Ford,9529
2011,51473,Electric,Manual,Individual,Fair,BMW,17584
2014,101762,Petrol,Automatic,Individual,Good,Tesla,24873
2009,111956,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,12343
2006,123452,Electric,Semi-Auto,Dealer,Poor,Tesla,13528
2019,191823,Petrol,Semi-Auto,Individual,Fair,Ford,4811
2004,131311,Hybrid,Manual,Dealer,Excellent,Hyundai,7931
2000,190326,Hybrid,Manual,Dealer,Excellent,Hyundai,4135
2016,12006,Electric,Manual,Dealer,Fair,BMW,20525
2002,79218,Hybrid,Automatic,Individual,Fair,Ford,10337
2012,169912,Electric,Manual,Online Platform,Excellent,Tesla,18372
2013,37430,Electric,Automatic,Online Platform,Poor,Ford,9547
2017,28091,Electric,Semi-Auto,Dealer,Good,Ford,17053
2003,169055,Diesel,Semi-Auto,Individual,Fair,Hyundai,5659
2017,28989,Hybrid,Manual,Dealer,Good,Tesla,30924
2004,80451,Electric,Semi-Auto,Individual,Excellent,Toyota,12222
2015,23990,Petrol,Manual,Dealer,Good,Hyundai,11368
2000,95270,Diesel,Automatic,Individual,Poor,Tesla,14564
2020,85360,Diesel,Semi-Auto,Individual,Excellent,BMW,24722
2013,41081,Hybrid,Manual,Online Platform,Poor,Hyundai,6541
2014,147105,Electric,Semi-Auto,Dealer,Excellent,BMW,16885
2008,113272,Hybrid,Semi-Auto,Online Platform,Poor,Hyundai,4435
2014,21241,Diesel,Manual,Online Platform,Excellent,Ford,19994
2016,129932,Electric,Semi-Auto,Individual,Poor,Tesla,10909
2003,10939,Petrol,Semi-Auto,Dealer,Excellent,BMW,31609
2011,118000,Electric,Semi-Auto,Individual,Poor,Hyundai,4446
2004,183634,Diesel,Semi-Auto,Individual,Excellent,BMW,16427
2004,40063,Petrol,Automatic,Individual,Poor,Hyundai,6584
2010,163117,Electric,Semi-Auto,Dealer,Fair,Hyundai,4873
2005,180841,Petrol,Semi-Auto,Dealer,Good,Toyota,5358
2006,52118,Petrol,Manual,Individual,Excellent,Toyota,15065
2013,89703,Diesel,Automatic,Dealer,Poor,Toyota,5668
2010,157697,Petrol,Manual,Individual,Fair,BMW,11586
2012,133557,Hybrid,Manual,Dealer,Excellent,Ford,13483
2001,32076,Diesel,Manual,Dealer,Excellent,Hyundai,13882
2006,49605,Hybrid,Automatic,Online Platform,Excellent,Tesla,39319
2019,89565,Petrol,Manual,Individual,Good,Toyota,11263
2003,44121,Hybrid,Manual,Online Platform,Poor,BMW,15780
2007,36433,Electric,Manual,Online Platform,Poor,BMW,16601
2019,48309,Petrol,Semi-Auto,Individual,Excellent,BMW,31427
2021,72468,Electric,Manual,Individual,Excellent,Tesla,30159
2020,180326,Hybrid,Automatic,Dealer,Excellent,Tesla,13572
2018,72293,Electric,Automatic,Individual,Fair,Toyota,9637
2012,101258,Petrol,Semi-Auto,Online Platform,Excellent,Tesla,32219
2013,173925,Electric,Automatic,Online Platform,Good,Toyota,6996
2009,43405,Hybrid,Automatic,Individual,Poor,Tesla,15978
2010,48527,Hybrid,Semi-Auto,Online Platform,Good,Tesla,28429
2001,82227,Hybrid,Manual,Dealer,Excellent,Tesla,30075
2008,136564,Petrol,Semi-Auto,Online Platform,Fair,Toyota,5423
2016,144883,Hybrid,Manual,Dealer,Excellent,Hyundai,6454
2002,98344,Petrol,Manual,Online Platform,Excellent,Toyota,12065
2005,160344,Electric,Automatic,Dealer,Excellent,Hyundai,6891
2004,52153,Hybrid,Semi-Auto,Dealer,Excellent,BMW,27966
2004,113042,Electric,Automatic,Individual,Excellent,BMW,19873
2021,59110,Diesel,Automatic,Dealer,Poor,Toyota,7763
2014,150051,Electric,Manual,Individual,Good,Hyundai,5768
2022,33328,Diesel,Automatic,Online Platform,Fair,Hyundai,8418
2016,117911,Electric,Semi-Auto,Online Platform,Excellent,Hyundai,8346
2008,17867,Petrol,Automatic,Online Platform,Fair,BMW,21645
2002,64234,Electric,Automatic,Dealer,Poor,Toyota,7659
2019,30851,Petrol,Manual,Online Platform,Good,Ford,15357
2016,36279,Petrol,Semi-Auto,Online Platform,Excellent,Hyundai,12787
2009,78402,Hybrid,Automatic,Individual,Poor,Hyundai,5321
2002,20449,Petrol,Manual,Individual,Poor,Ford,9011
2017,81221,Diesel,Automatic,Online Platform,Good,Toyota,11119
2017,94080,Hybrid,Semi-Auto,Online Platform,Excellent,Hyundai,8772
2016,10451,Hybrid,Automatic,Dealer,Good,Toyota,14954
2002,92178,Electric,Automatic,Dealer,Good,Hyundai,7601
2002,177388,Petrol,Manual,Online Platform,Fair,Tesla,12174
2005,199136,Petrol,Automatic,Individual,Fair,Hyundai,3021
2012,68761,Diesel,Manual,Online Platform,Good,Tesla,25797
2014,43870,Electric,Semi-Auto,Dealer,Fair,Toyota,10371
2008,101566,Electric,Automatic,Individual,Poor,Hyundai,4232
2003,128749,Hybrid,Semi-Auto,Individual,Good,BMW,17021
2013,128765,Hybrid,Semi-Auto,Dealer,Excellent,BMW,21956
2004,129881,Hybrid,Automatic,Online Platform,Excellent,Ford,13374
2001,166945,Diesel,Manual,Online Platform,Poor,BMW,7566
2010,133389,Diesel,Semi-Auto,Online Platform,Excellent,Tesla,22660
2008,194699,Hybrid,Semi-Auto,Dealer,Excellent,BMW,9950
2002,30372,Electric,Automatic,Individual,Good,BMW,25836
2008,8642,Diesel,Automatic,Dealer,Poor,BMW,16077
2002,164073,Electric,Automatic,Online Platform,Good,Hyundai,5701
2001,39064,Electric,Automatic,Dealer,Poor,Ford,9848
2011,19122,Petrol,Automatic,Individual,Good,Toyota,13703
2009,160892,Hybrid,Automatic,Dealer,Good,Ford,7394
2008,73431,Petrol,Manual,Online Platform,Fair,Tesla,21577
2014,60745,Hybrid,Semi-Auto,Individual,Excellent,Hyundai,10859
2007,55081,Hybrid,Manual,Dealer,Poor,Hyundai,6119
2004,144783,Electric,Manual,Dealer,Excellent,BMW,22109
2010,154865,Hybrid,Automatic,Individual,Fair,BMW,10549
2001,144271,Electric,Semi-Auto,Individual,Poor,Tesla,10122
2014,81253,Electric,Manual,Online Platform,Fair,Hyundai,6299
2005,41191,Hybrid,Automatic,Individual,Excellent,Toyota,15660
2007,15211,Electric,Automatic,Online Platform,Good,Ford,17157
2004,116086,Electric,Semi-Auto,Dealer,Fair,Hyundai,5755
2015,199141,Electric,Manual,Online Platform,Fair,Toyota,4044
2017,192818,Diesel,Manual,Dealer,Good,Toyota,4576
2005,157614,Electric,Manual,Individual,Excellent,Ford,8455
2004,167384,Diesel,Automatic,Dealer,Fair,Toyota,4849
2015,181314,Diesel,Semi-Auto,Individual,Excellent,Tesla,12593
2012,106971,Electric,Semi-Auto,Dealer,Good,Toyota,8988
2004,98783,Electric,Manual,Dealer,Poor,Tesla,14410
2012,130681,Diesel,Automatic,Dealer,Fair,Toyota,6808
2016,92893,Diesel,Manual,Dealer,Excellent,BMW,21660
2017,191460,Electric,Semi-Auto,Online Platform,Good,Toyota,6214
2007,163763,Electric,Automatic,Dealer,Good,Tesla,15553
2012,82960,Hybrid,Manual,Online Platform,Fair,Toyota,7902
2018,89388,Diesel,Manual,Individual,Poor,Toyota,6154
2002,27601,Diesel,Automatic,Individual,Fair,Toyota,10546
2007,154092,Hybrid,Semi-Auto,Online Platform,Excellent,Tesla,18604
2001,144227,Diesel,Automatic,Individual,Good,Toyota,8398
2007,172849,Petrol,Manual,Individual,Poor,Ford,3980
2012,24710,Diesel,Manual,Dealer,Excellent,Ford,20020
2012,113714,Hybrid,Manual,Dealer,Fair,Tesla,15508
2000,160604,Petrol,Manual,Dealer,Good,BMW,13884
2005,133727,Electric,Semi-Auto,Online Platform,Fair,Ford,8172
2018,154673,Hybrid,Semi-Auto,Online Platform,Poor,Hyundai,3584
2015,68227,Hybrid,Manual,Individual,Poor,Ford,8387
2007,141039,Electric,Semi-Auto,Dealer,Poor,Hyundai,3729
2000,89289,Hybrid,Semi-Auto,Online Platform,Poor,Tesla,13632
2015,156094,Diesel,Semi-Auto,Online Platform,Poor,BMW,7687
2008,179535,Electric,Manual,Dealer,Fair,Hyundai,3998
2012,10722,Hybrid,Automatic,Online Platform,Poor,Hyundai,6488
2010,163485,Electric,Automatic,Dealer,Poor,Ford,4109
2012,86050,Electric,Automatic,Individual,Good,Hyundai,9415
2020,88596,Electric,Manual,Individual,Poor,Tesla,14525
2009,71732,Petrol,Semi-Auto,Individual,Good,Tesla,27742
2003,148369,Hybrid,Semi-Auto,Dealer,Good,Tesla,19218
2005,73323,Petrol,Manual,Online Platform,Good,Ford,13646
2006,28816,Hybrid,Manual,Individual,Fair,BMW,21242
2004,45695,Diesel,Automatic,Individual,Fair,Ford,11947
2010,155774,Diesel,Automatic,Individual,Excellent,Tesla,23568
2012,161314,Diesel,Manual,Online Platform,Excellent,Ford,9381
2018,60841,Hybrid,Automatic,Online Platform,Good,Tesla,28210
2022,133498,Electric,Semi-Auto,Dealer,Fair,Toyota,7066
2009,112096,Electric,Manual,Individual,Poor,Toyota,5749
2009,97764,Petrol,Manual,Online Platform,Excellent,Hyundai,10488
2010,189646,Petrol,Semi-Auto,Dealer,Fair,BMW,8364
2020,90744,Diesel,Semi-Auto,Individual,Poor,Toyota,6580
2006,33482,Petrol,Semi-Auto,Online Platform,Poor,Tesla,16771
2017,14171,Hybrid,Automatic,Online Platform,Fair,Ford,14689
2003,105755,Hybrid,Manual,Dealer,Excellent,Ford,15198
2001,113125,Petrol,Automatic,Individual,Fair,Hyundai,5833
2013,135722,Petrol,Semi-Auto,Individual,Excellent,Ford,12301
2012,111082,Petrol,Automatic,Online Platform,Good,Toyota,10114
2011,8696,Petrol,Semi-Auto,Individual,Fair,Ford,13235
2006,131310,Diesel,Automatic,Dealer,Fair,Toyota,6660
2001,156130,Diesel,Automatic,Online Platform,Excellent,Toyota,7457
2012,156385,Petrol,Semi-Auto,Online Platform,Excellent,BMW,19282
2013,24149,Hybrid,Automatic,Dealer,Fair,Hyundai,9222
2016,135064,Diesel,Manual,Online Platform,Poor,Tesla,11250
2008,58521,Hybrid,Automatic,Individual,Poor,Toyota,7065
2016,50740,Electric,Automatic,Individual,Poor,Hyundai,5928
2007,111611,Hybrid,Manual,Online Platform,Good,Tesla,20408
2001,141028,Petrol,Semi-Auto,Dealer,Good,Ford,9381
2012,71641,Electric,Manual,Dealer,Excellent,Hyundai,10214
2002,68811,Diesel,Automatic,Individual,Good,Hyundai,9786
2015,188232,Diesel,Semi-Auto,Dealer,Poor,Hyundai,3091
2005,187385,Electric,Automatic,Online Platform,Fair,Ford,6086
2018,68232,Hybrid,Automatic,Online Platform,Good,Ford,12831
2006,20417,Diesel,Manual,Individual,Good,Hyundai,11058
2009,160801,Petrol,Manual,Individual,Poor,BMW,8878
2008,117492,Electric,Semi-Auto,Individual,Good,Toyota,9701
2001,35099,Petrol,Semi-Auto,Dealer,Excellent,Ford,17086
2014,166033,Electric,Semi-Auto,Online Platform,Fair,BMW,11605
2004,148674,Diesel,Automatic,Online Platform,Poor,Ford,4776
2021,123474,Hybrid,Manual,Online Platform,Excellent,Hyundai,8362
2003,14256,Electric,Manual,Individual,Poor,BMW,18276
2019,39681,Electric,Manual,Online Platform,Excellent,Tesla,38801
2003,96328,Petrol,Semi-Auto,Dealer,Fair,Toyota,8942
2017,48361,Diesel,Manual,Dealer,Fair,Toyota,9425
2003,39540,Petrol,Manual,Online Platform,Excellent,Ford,17868
